Question ID,Question Text,Category,Tag,N Responses,Avg Agreement (All),Median Agreement (All),Proportion Positive Sentiment,Proportion Negative Sentiment,All (Frequency),Do you feel like you understand yourself better after participating in this conversation?: -- (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Maybe a little (Frequency),Do you feel like you understand yourself better after participating in this conversation?: No (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Yes (Frequency),"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): -- (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): No – I was unable to express my views on these topics, and did not have the chance to express most things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Yes – I was able to fully express my views on these topics (Frequency)",How old are you?: 18-25 (Frequency),How old are you?: 26-35 (Frequency),How old are you?: 36-45 (Frequency),How old are you?: 46-55 (Frequency),How old are you?: 56-65 (Frequency),How old are you?: 65+ (Frequency),How old are you?: Less than 18 (Frequency),"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: Equally concerned and excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More concerned than excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More excited than concerned (Frequency)",Please select your preferred language:: Arabic (Frequency),Please select your preferred language:: Chinese (China) (Frequency),Please select your preferred language:: English (Frequency),Please select your preferred language:: French (Frequency),Please select your preferred language:: Hindi (Frequency),Please select your preferred language:: Portuguese (Frequency),Please select your preferred language:: Russian (Frequency),Please select your preferred language:: Spanish (Frequency),What best describes where you live?: Rural (Frequency),What best describes where you live?: Suburban (Frequency),What best describes where you live?: Urban (Frequency),What is your gender?: Female (Frequency),What is your gender?: Male (Frequency),What is your gender?: Non-binary (Frequency),What is your gender?: Other / prefer not to say (Frequency),What religious group or faith do you most identify with?: Buddhism (Frequency),What religious group or faith do you most identify with?: Christianity (Frequency),What religious group or faith do you most identify with?: Hinduism (Frequency),What religious group or faith do you most identify with?: I do not identify with any religious group or faith (Frequency),What religious group or faith do you most identify with?: Islam (Frequency),What religious group or faith do you most identify with?: Judaism (Frequency),What religious group or faith do you most identify with?: Other religious group (Frequency),What religious group or faith do you most identify with?: Sikhism (Frequency),Would these things experts believe could help people make a positive difference in your life?: -- (Frequency),Would these things experts believe could help people make a positive difference in your life?: Maybe – these things might make some positive difference in my life (Frequency),Would these things experts believe could help people make a positive difference in your life?: No – these things won’t really make any difference in my life (Frequency),Would these things experts believe could help people make a positive difference in your life?: Yes – these things would definitely make a large positive difference in my life (Frequency)
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Influencing and controlling public opinion,15,0.6533,0.6500,0.0000,0.7333,15,1,5,2,7,1,5,0,0,9,5,6,2,2,0,0,0,10,1,4,0,0,13,0,0,0,0,2,1,2,12,6,9,0,0,0,7,3,4,1,0,0,0,0,6,1,8
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Media integrity issues,12,0.6558,0.6600,0.0000,0.5833,12,1,3,1,7,1,3,0,1,7,8,2,0,2,0,0,0,9,1,2,0,0,10,0,0,0,0,2,1,2,9,4,8,0,0,0,4,3,3,2,0,0,0,0,4,0,8
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Media production and manipulation,2,0.6600,0.6600,0.0000,0.5000,2,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Personalized content,1,0.6400,0.6400,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Request for poem,1,0.6000,0.6000,0.0000,0.0000,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Social media issues,6,0.6517,0.6650,0.0000,0.0000,6,0,1,1,4,0,3,0,1,2,2,4,0,0,0,0,0,3,1,2,0,0,4,0,0,0,1,1,0,5,1,2,4,0,0,1,1,0,2,2,0,0,0,0,4,1,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Cultural impacts and media influence,Threats to the arts,2,0.6650,0.6650,0.0000,0.0000,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Aspects and impacts of laziness,35,0.6029,0.6100,0.0000,0.6857,35,4,8,0,23,4,15,0,3,13,16,14,2,2,0,0,1,17,4,14,0,2,29,1,0,0,1,2,0,8,27,19,16,0,0,0,16,7,7,5,0,0,0,0,21,0,14
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Changes and impacts on human intelligence,19,0.6258,0.6300,0.0526,0.2632,19,0,5,1,13,0,3,0,1,15,4,9,4,1,1,0,0,15,1,3,0,1,15,1,0,0,1,1,1,5,13,11,8,0,0,2,9,3,3,2,0,0,0,0,10,0,9
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Concerns about loss of autonomy,20,0.6235,0.6300,0.0000,0.3500,20,1,4,1,14,1,7,0,1,11,7,9,2,1,1,0,0,9,1,10,0,3,13,0,1,0,0,3,2,2,16,10,10,0,0,1,6,3,8,1,0,1,0,0,3,2,15
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Decline in survival skills,2,0.5900,0.5900,0.0000,0.0000,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Dependence on for guidance,3,0.6533,0.6600,0.0000,0.3333,3,0,1,0,2,0,0,0,0,3,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,3,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Disadvantages of AI,1,0.6400,0.6400,0.0000,0.0000,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Human and societal dependency,46,0.6226,0.6300,0.0000,0.3261,46,10,13,1,22,10,7,0,0,29,17,16,7,5,1,0,0,25,5,16,1,1,37,0,0,2,1,4,2,14,30,24,22,0,0,0,18,6,9,11,2,0,0,0,17,3,26
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Human complacency,1,0.6400,0.6400,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Dependency and autonomy,Potential harm to individuals,1,0.5900,0.5900,0.0000,0.0000,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,AI and social class,1,0.6500,0.6500,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,AI-related inequality,2,0.6550,0.6550,0.0000,0.5000,2,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Access inequality issues,3,0.6433,0.6300,0.0000,0.3333,3,0,2,0,1,0,0,0,0,3,1,1,0,1,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,2,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Accessibility,2,0.5850,0.5850,0.0000,0.5000,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Bias and discrimination issues,36,0.6467,0.6500,0.0000,0.5278,36,3,8,4,21,3,10,0,1,22,9,15,8,3,1,0,0,26,3,7,0,1,34,0,0,0,0,1,3,7,26,20,16,0,0,1,9,6,12,4,3,1,0,0,15,3,18
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Control by powerful elites,5,0.6020,0.6200,0.2000,0.2000,5,0,2,1,2,0,2,0,1,2,2,2,0,0,0,0,1,3,0,2,0,2,3,0,0,0,0,0,0,0,5,1,2,0,2,0,0,1,3,1,0,0,0,0,2,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Corporate efficiency over worker well-being,1,0.6400,0.6400,0.0000,1.0000,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Decline in living standards,2,0.5600,0.5600,0.0000,1.0000,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Demographic profiling,1,0.6400,0.6400,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Difficulty accessing advanced AI,1,0.6300,0.6300,0.0000,0.0000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Discrimination challenges,3,0.6500,0.6400,0.0000,0.3333,3,0,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Economic disparities,8,0.6300,0.6300,0.0000,0.2500,8,1,1,1,5,1,0,0,0,7,3,4,0,1,0,0,0,6,2,0,0,1,6,0,0,0,0,1,1,2,5,5,3,0,0,1,3,1,0,3,0,0,0,0,4,0,4
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Economic inequality and social impacts,10,0.6170,0.6350,0.1000,0.3000,10,2,5,0,3,2,3,0,1,4,1,5,2,2,0,0,0,6,1,3,0,2,6,0,0,0,1,1,0,1,9,1,9,0,0,0,1,1,5,2,1,0,0,0,4,0,6
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Expensive technology access,1,0.6800,0.6800,0.0000,1.0000,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Harm to less efficient individuals,1,0.6300,0.6300,0.0000,0.0000,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Homelessness,1,0.6000,0.6000,0.0000,0.0000,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Imbalance in human residence,1,0.6200,0.6200,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Impact on vulnerable populations,5,0.6420,0.6600,0.0000,0.0000,5,1,0,1,3,1,3,0,0,1,1,4,0,0,0,0,0,3,0,2,0,0,1,1,0,1,1,1,2,1,2,2,3,0,0,0,3,0,2,0,0,0,0,0,1,0,4
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Inadequate social safety nets,1,0.6700,0.6700,0.0000,0.0000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Inequitable benefits,2,0.6600,0.6600,0.0000,0.5000,2,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Lack of human consideration in AI predictions,1,0.6400,0.6400,0.0000,0.0000,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Market dominance by AI,1,0.6000,0.6000,0.0000,0.0000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Market monopolization,4,0.6400,0.6500,0.0000,0.2500,4,0,1,0,3,0,0,0,0,4,0,1,2,1,0,0,0,2,0,2,0,1,2,0,0,0,0,1,0,0,4,0,4,0,0,0,0,1,3,0,0,0,0,0,0,1,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Oligarchic control,2,0.6350,0.6350,0.0000,0.5000,2,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Privileges of the wealthy,3,0.6033,0.6000,0.0000,0.3333,3,1,0,2,0,1,0,0,0,2,0,2,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,1,2,3,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Resource disparity,2,0.6450,0.6450,0.0000,0.0000,2,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Rising poverty and inequality,4,0.5975,0.5850,0.0000,0.7500,4,2,0,1,1,2,1,0,0,1,0,3,0,1,0,0,0,3,1,0,0,0,4,0,0,0,0,0,1,2,1,3,1,0,0,0,0,1,1,2,0,0,0,1,2,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Self-centered actions,2,0.6250,0.6250,0.0000,0.5000,2,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Social and Economic Inequalities,35,0.6391,0.6500,0.0000,0.5143,35,5,13,1,16,5,11,0,0,19,16,15,3,1,0,0,0,16,3,16,1,5,23,1,1,0,0,4,1,8,26,16,19,0,0,4,8,4,14,5,0,0,0,0,14,2,19
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Societal instability,8,0.6275,0.6350,0.0000,0.5000,8,1,3,0,4,1,2,0,0,5,1,4,1,0,0,1,1,3,0,5,0,4,1,2,0,0,1,0,1,1,6,5,3,0,0,0,1,0,4,1,1,1,0,0,4,1,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Technology access inequality,4,0.6250,0.6200,0.0000,0.0000,4,0,1,0,3,0,1,0,1,2,1,2,0,1,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,2,0,0,0,0,0,1,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Threat to poorer countries,1,0.5900,0.5900,0.0000,0.0000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Unfair treatment issues,2,0.6500,0.6500,0.0000,1.0000,2,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic and social inequalities,Wealth and Power Concentration,4,0.6250,0.6300,0.0000,0.0000,4,1,1,0,2,1,2,0,0,1,2,1,1,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,0,1,3,1,3,0,0,0,1,1,1,1,0,0,0,0,1,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,AI in economics and society,3,0.6500,0.6500,0.0000,0.3333,3,1,0,0,2,1,1,0,0,1,1,1,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Corporate profit motives,6,0.6300,0.6300,0.0000,0.5000,6,0,3,0,3,0,2,0,0,4,0,5,1,0,0,0,0,4,0,2,0,0,5,0,0,1,0,0,0,2,4,2,4,0,0,0,2,0,4,0,0,0,0,0,3,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Cost-cutting by companies,1,0.6400,0.6400,0.0000,1.0000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic challenges,6,0.6017,0.6150,0.0000,0.3333,6,1,0,2,3,1,2,0,0,3,1,3,1,1,0,0,0,5,0,1,0,0,4,0,0,0,0,2,2,1,3,5,1,0,0,0,3,0,2,1,0,0,0,0,3,0,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic impacts,15,0.6053,0.6100,0.0000,0.4000,15,3,6,0,6,3,4,0,2,6,8,4,2,1,0,0,0,10,3,2,0,2,13,0,0,0,0,0,0,6,9,10,5,0,0,0,4,3,5,3,0,0,0,1,8,0,6
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic instability,8,0.6450,0.6500,0.0000,0.3750,8,3,1,0,4,3,3,0,0,2,1,5,1,0,1,0,0,7,1,0,0,0,6,0,0,1,1,0,1,3,4,4,4,0,0,0,2,0,2,4,0,0,0,0,4,1,3
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic motivations,2,0.6350,0.6350,0.0000,0.0000,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic uncertainty,2,0.6050,0.6050,0.0000,0.0000,2,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Economic unrest,1,0.6600,0.6600,0.0000,0.0000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Financial challenges,3,0.5967,0.6200,0.0000,0.3333,3,1,0,0,2,1,0,0,0,2,0,2,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,1,0,3,0,0,0,2,0,0,1,0,0,0,0,1,0,2
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Financial collapse,2,0.6250,0.6250,0.0000,0.0000,2,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Economic impacts,Financial services evolution,3,0.6167,0.6200,0.0000,0.3333,3,0,2,0,1,0,0,0,2,1,0,2,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,2,0,0,0,0,0,1,0,2
