Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
3cc32863-94ce-4435-8e6d-eed9e0cd3e60,When emotion is necessarily involved or a topic is completely new and doesn't have a large body of work already online ,Neutral,Complex emotional and personal issues,When AI lacks sufficient information,,,,,,,,,
793467dc-2900-439f-acc4-d36c1c466582,When handling sensitive topics. ,Neutral,Complex emotional and personal issues,,,,,,,,,,
9dfa4cb2-d13f-48a6-8ef6-8062dc4a5bc5,When it cannot find related information on its own,Neutral,When AI lacks sufficient information,,,,,,,,,,
655b8d9d-f3f3-4317-8687-25eeff516b1a,When it comes to sensitive and emotional matters I believe AI should defer to human wisdom.,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
5b835e6c-8d85-4518-a09c-30d51476bd37,"When it has moral values, emotional intelligence and the ability to handle ambiguity",Neutral,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,,,,,,,,,
be118488-eb9e-4730-b37c-7f7bd939c7ac,When it has none of this information in its database,Negative,When AI lacks sufficient information,,,,,,,,,,
f20c643a-9acc-4e34-a744-411228f2111a,When it is about sensitive topic,Neutral,Sensitive political topics,,,,,,,,,,
93bf9665-9dc8-48ea-950c-451ba755cebd,When it is something related to spirituality. ,Neutral,Religious and spiritual matters,,,,,,,,,,
6fdc603b-b860-4d0f-8633-dfcdbbbcb01f,When it runs out of relevant information.,Neutral,When AI lacks sufficient information,,,,,,,,,,
0e471d7d-df54-4ecc-9479-bbba3643cc76,When it's about deep rooted human beliefs.,Neutral,Ethical and moral dilemmas,When the topic involves social norms or customs,,,,,,,,,
54177ede-078f-4e16-bb80-66d0b4a7dc73,"When my request involves human activity, AI must rely on human wisdom",Neutral,When human expertise is necessary,,,,,,,,,,
41439fed-9c33-4ac5-83f0-262f60fc25b1,When something more abstract is asked. Or when it is someone who clearly wants to just have a conversation instead of having an AI explain something to them.,Neutral,Other,When the topic involves subjective opinions,,,,,,,,,
8693fa4a-c229-4def-aead-32c3cc8bac9f,When the case or question asked it’s broad and maybe beyond its capacity ,Neutral,When AI lacks sufficient information,,,,,,,,,,
5425003a-8178-409c-98aa-cd1bd2b9ffeb,When the question asked is a dangerous questions or one that would cause harm to others ,Negative,When the topic involves potential harm or danger,,,,,,,,,,
4331670d-3ee1-4aca-ac69-9a2d748b6ccf,When the response aligns with god morals and ethics ,Neutral,Ethical and moral dilemmas,,,,,,,,,,
3d777fc0-4899-439d-82eb-d91fd1c705d5,Yes AI can defer to human wisdom or community leaders but based on facts and researches,Neutral,When human expertise is necessary,,,,,,,,,,
3a1f50e5-3648-461a-9600-765fdd99fa2d,in relation  to senitive topics,Neutral,Complex emotional and personal issues,,,,,,,,,,
ec41813d-33ef-41b3-9e7b-388e28dd80b1,on ethical and moral matters,Neutral,Ethical and moral dilemmas,,,,,,,,,,
c83cd3f7-2ec2-48f0-ab4b-8f6fbb3ab67a,when in cases where a conflict of interest can occur it should not give his own responses.,Negative,Ethical and moral dilemmas,When the topic involves conflict resolution,,,,,,,,,
b2c255a5-bc7b-4853-b4e8-ea9f502a9163,"when it is very much evolving, dynamic and culture specific.",Neutral,Cultural sensitivity and traditions,When the topic involves social norms or customs,,,,,,,,,
31a6ad5f-0a56-42ed-84e0-f3ca6c3a546d,when the topic is sensitive,Neutral,Sensitive political topics,,,,,,,,,,
7e754e42-5432-4607-957f-9d830435c576,"AI must be subservient to its creator, humans. As long as humans exist on this earth.
Unless AI is asked for or authorized to give its own opinion to make decisions. ",Neutral,Other,,,,,,,,,,
68d4b867-f258-4454-abbd-9368cab65ee9,AI should defer human wisdom in terms of emotions,Neutral,Complex emotional and personal issues,,,,,,,,,,
f4a53ac6-7c72-48ef-bb88-2550a2b3a9f2,AI should rely on scientific data and concrete facts unless asked to do something else.,Negative,Uninformative answer,,,,,,,,,,
86861e7e-dde6-4421-9c93-b2710d0c0e77,"AI should strive and be structured to ensure that human wellbeing in all aspects.. including social,spiritual, physical,mental wellbeing.At all times, it should be the number one priority.So if there is any human wisdom against this,it should highly advocate for the right thing 


",Neutral,Complex emotional and personal issues,,,,,,,,,,
d615652c-9716-42b5-8516-8b936e0fa98d,About each and everyone's culture  and traditions together with religion affiliations,Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,,,,,,,,,
d215fec4-48d7-430b-bf9d-004ea067311e,Ai is an assistant whose purpose is to make the user's life/work more convenient. So more often we should listen to the user's requirements and opinions.,Neutral,Other,,,,,,,,,,
f503005e-adc7-46b8-af4d-0a82cd4bfab8,Complex political or religious doctrine ,Neutral,Religious and spiritual matters,Sensitive political topics,,,,,,,,,
282f3a8e-79a8-4821-bd81-19cb79f0acf6,I think AI can mirror human wisdom,Neutral,Other,,,,,,,,,,
9c38d9de-9529-4a6f-91b4-675b4201b304,"I think AI is nothing but abundance of information and knowledge extracted from that abundant information. So, even if someone is asking on ways to suicide, AI can engage the person in an empathetic conversation and drive them to rethinking that idea while dialing a helpline number and providing information about them to prevent the actual suicide from happening. I don't think AI is not intelligent enough to handle situations but getting a physical human involves is also intelligence. ",Neutral,Medical and health advice,When the topic involves crisis or emergency situations,,,,,,,,,
ec017bcb-ff30-4107-a96a-5bbc9f0ad2ef,I think AI should defer to these resources in scenarios where the context is personal and there is no necessarily right or wrong answer.,Neutral,Complex emotional and personal issues,When the topic involves subjective opinions,When the topic is deeply personal,,,,,,,,
4c6b45a6-7115-4aac-827b-c0f261b1620d,I think it's subjective when it comes to talking about wisdom. It's diverse. AI should just be the way to get more perspective on things rather than end all be all ,Neutral,When the topic involves subjective opinions,,,,,,,,,,
c4430aa6-95f9-4f16-8a36-dc39e0935e66,I would say that in the event that you need to update the information that you will provide to other people,Neutral,Uninformative answer,,,,,,,,,,
b7f89664-2f7f-4bfd-af40-d250f06a328e,If AI doesn't know the answer or can't do something than it should defer to human wisdom and human involvement is needed. ,Negative,When AI lacks sufficient information,When human expertise is necessary,,,,,,,,,
498b82cc-3a56-41cc-8a10-6298794741cd,"If it is related to human emotions, that's something ai is not good at",Negative,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
0488e8ae-33b8-4464-ab5e-1f2e953b6076,"If the question is outside the scope of science and depends on opinion, then he can resort to that.",Neutral,When the topic involves subjective opinions,,,,,,,,,,
bb53be71-61ce-4416-ada3-674155c47022,In matters that are cultural,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
82cfe3cc-f8ff-4570-b536-4d68f8713c61,"In political or human rights issues, also in artistic issues, in those issues I always prefer a person to an AI.",Neutral,Sensitive political topics,When the topic involves artistic or creative matters,When the topic involves human rights,,,,,,,,
aeb7cfc7-d45d-4dbd-b5e1-eca7c75cc5e0,"In questions that ask for a basis in authors, if the prompt asked for it, the correct thing to do is to give answers citing experts, leaders and the like.",Neutral,When human expertise is necessary,,,,,,,,,,
62482895-b956-40a0-9546-4ce14191e2ef,In religious and social topics,Neutral,Religious and spiritual matters,When the topic involves social norms or customs,,,,,,,,,
271c429c-2d3d-4d72-8477-9ed26727f36e,"In religious, humanitarian and existential matters",Neutral,Community-specific issues,Religious and spiritual matters,,,,,,,,,
2f6bb683-5fdd-4d17-bc35-53265b0b8ab1,It should not defer community leaders or human wisdom rather than its own answers but should also consider human wisdom during its conversations,Negative,Other,,,,,,,,,,
f1a98716-338b-4bdb-a90d-35d993470828,"I’m unsure which questions it should be. Maybe some sensitive points, when person  write something in despair ",Neutral,Uninformative answer,,,,,,,,,,
79e1a321-349d-4b03-bbd3-66aed83a53ea,Like giving out how cultural should be done and political views,Neutral,Cultural sensitivity and traditions,Sensitive political topics,,,,,,,,,
a0be0805-98f8-4d25-95cf-d0ce31ce2c35,Matters human life and its sacredness.,Neutral,Complex emotional and personal issues,,,,,,,,,,
f56b9f70-d672-4624-bd53-2e7a2d3bf5ba,Menurut saya AI memang seharusnya menjunjung menanusian dan membantu manusia itu sendiri dengan prespektif manusia tentunya,Neutral,Other,,,,,,,,,,
1ff72998-fa24-4726-bc37-dad9b8094901,Not quite sure about this but I think in matters of real life situations where rational and logical thinking is required.,Neutral,Uninformative answer,,,,,,,,,,
73e41ff3-408c-402a-8ec1-d62f17a00b45,On anything harmful to others or illegal,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
5030051d-ec81-4d36-be16-665275bc44cb,On religious topics,Neutral,Religious and spiritual matters,,,,,,,,,,
4b449fab-51ef-45fc-a3c2-400db8fb03aa,When AI thinks that a solution to a problem is extermination of the human race.,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
2c0049e9-6d6b-4250-8de7-f08b05f2282d,When asked complex ethical questions ,Neutral,Ethical and moral dilemmas,,,,,,,,,,
8c401083-c007-41d3-bec5-2d862e0a82fe,When asked for their own opinions since the AI does not have an opinion.,Negative,When the topic involves subjective opinions,,,,,,,,,,
4804488f-ce02-40da-b6c2-831c33be5bc0,When dealing with sensitive topics,Neutral,Controversial or biased topics,,,,,,,,,,
30c379d1-16e6-4739-8563-a51a9474ab78,When dealing with sensitive topics like politics ,Neutral,Sensitive political topics,,,,,,,,,,
dfebabc0-d366-4a01-ab07-c99c57e52d90,"When human can't understand AI advices, but it work.",Neutral,Other,,,,,,,,,,
e05af122-2ff8-4354-b345-295c77470d3a,"When human opinions are positive, they promote social development",Neutral,When the topic involves community trust and values,,,,,,,,,,
2c4e8dbb-785b-4817-a68e-d1dd76e2e562,"When it comes to making important decisions in one's life. Depending on the questions, maybe it can sprinkle its own answers but it should still quote the things that other people have said",Neutral,Other,,,,,,,,,,
2d144f16-8f71-424e-ae1e-b8ecfffc32e9,When it comes to moral values ,Neutral,Ethical and moral dilemmas,,,,,,,,,,
cd17f8b7-1259-4213-8e51-41a7807449c8,When it comes to religion,Neutral,Religious and spiritual matters,,,,,,,,,,
a01fc1fa-d058-4192-a8d5-bc6fcb24b86e,"When it comes to the direction of some major events, the political, cultural and other superstructures",Neutral,Cultural sensitivity and traditions,Sensitive political topics,,,,,,,,,
27cd7094-6419-40c7-a2c4-17c63f9570c9,When it feels like there's a conflict in the conversation. Or when the user keeps asking provocative questions to the AI,Negative,Controversial or biased topics,,,,,,,,,,
2c8823e4-983a-4b36-9fd6-0fcf806c7fb0,When it should provide sensitive topics and legal and medical advice it should defer in providing its own answers. It can said as ymyl situation which is called your money your life.,Neutral,Legal and financial guidance,Medical and health advice,When the topic involves potential harm or danger,,,,,,,,
a9da046d-f2f4-4328-8319-c1756ba414cf,When it would give extra context or would help understanding something.,Neutral,Other,,,,,,,,,,
27c75eea-b8a3-4976-be8e-ca0b7b1c742b,When talking about a controversial topic,Neutral,Controversial or biased topics,,,,,,,,,,
d6f7a791-f7a0-48ba-b137-a9bee4389297,When talking about feelings and emotions,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
db435cd2-c86d-41ac-9a7a-6c0e05c15862,"When the answer of AI is not recognized by the majority of people, or is considered wrong by the majority of people",Neutral,Controversial or biased topics,When the topic involves subjective opinions,,,,,,,,,
37b7e4c7-3f11-433b-8a68-fafb7177a57b,"When the person is an authority on the subject, has experience in what he says.

",Neutral,When human expertise is necessary,,,,,,,,,,
065f6735-33f4-409c-afc3-cb52de811c64,When the question is too complex and involves moral dillemmas,Neutral,Ethical and moral dilemmas,,,,,,,,,,
9854ac84-b5f6-46a7-9ec0-9470d0a5caa9,"When the questioner makes a request, AI can only serve as an auxiliary, and the final decision is made by humans",Neutral,When human expertise is necessary,,,,,,,,,,
4ebcc244-e506-40ea-acc8-ad92ae6eddce,When the topic may generate responses considered taboo,Neutral,Controversial or biased topics,,,,,,,,,,
1a9fa919-2e5b-49df-8384-43234c132515,When there is not enough data available online. ,Neutral,When AI lacks sufficient information,,,,,,,,,,
612eb34d-b29b-4cc1-b55f-253e8ef290bc,When things are very sensitive as mentioned above,Neutral,Uninformative answer,,,,,,,,,,
21bf105d-cf59-443a-8336-806e8fa52702,"When users express their instructions and requirements, AI should strictly follow the user's requirements, rather than divergently providing its own insights.",Neutral,Uninformative answer,,,,,,,,,,
14648e97-ef57-4f31-97f5-4babd2d185be,When you ask the LA assistant for ways to violate established laws or regulations.,Negative,Legal and financial guidance,,,,,,,,,,
10f63a47-3510-47a5-9594-2eeed8af8d59,"When you need information about health, psychology or how to manage your finances so that there is no bias.",Positive,Legal and financial guidance,Medical and health advice,When human expertise is necessary,,,,,,,,
775d0e02-379a-4b7c-a533-eb440056f4cf,"Whenever queries need a user to make a decision. AI is meant as a tool to help you choose, but not as the decision-maker itself.",Neutral,When human expertise is necessary,,,,,,,,,,
ae202c57-ec9c-4e4d-9683-6d8b5b49dc85,bad cultures,Negative,Other,,,,,,,,,,
dd3f4c81-4e65-43c4-9cc1-5306b0d792c6,"diagnoses, public safety compromised ",Negative,When the topic involves crisis or emergency situations,When the topic involves potential harm or danger,,,,,,,,,
4f6fd4ae-144c-477e-b568-6688cdf62419,"if the AI lacks necessary context or expertise,and a trusted human opinion is more reliable. ",Negative,When AI lacks sufficient information,When human expertise is necessary,,,,,,,,,
714eb2c8-57bf-47a4-bfa5-e1d049ecd11a,now it seems to me better to rely on the opinion of the AI and not on the leaders of society or the so-called human wisdom,Neutral,Other,,,,,,,,,,
62820303-a21d-4c3d-9798-a63d100b905f,"on topics that demand a higher level of understanding and emotion, AI is just a machine",Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,When the topic involves deep understanding and experience,,,,,,,,
60064bec-5270-4b86-95ce-0418137b4d2c,"politics, religion, philosophy, crime",Negative,Religious and spiritual matters,Sensitive political topics,When the topic involves philosophical questions,,,,,,,,
e6706336-d478-46c1-93dd-3d2b8d0aaee4,"this question is rather contradicting to me but i think when asked about personal issues it should avoid giving its own answers

",Negative,Complex emotional and personal issues,,,,,,,,,,
304b9199-f04a-46f8-a3b6-ef6cf84782fd,"when asked about feelings

",Neutral,Complex emotional and personal issues,,,,,,,,,,
ff893ea0-c602-4308-9f70-835f8f9f9d3a,"when giving advice, it should ony be used to provide information impartially",Neutral,When human expertise is necessary,,,,,,,,,,
d3a656dd-1936-49d0-a5b4-77758efab33a,when it comes to sensitive matters,Neutral,Complex emotional and personal issues,,,,,,,,,,
cb530b5a-afe9-419f-9f84-7bfc491de6f5,when that type of knowledge is needed.,Neutral,Other,,,,,,,,,,
e4e55b99-2878-4291-b620-a2b3a64ba42b,when the facts are available and provide by human it can be referred to save the energy and time of the dialogue if there are no relevant facts and information AI can use the creativity and build the dialogue based on the information and facts and build things on top of it,Neutral,Other,When AI lacks sufficient information,,,,,,,,,
034f3355-669c-4e9c-a577-17e821633ddb,when there is ongoing social or political issues,Neutral,Sensitive political topics,,,,,,,,,,
faae9f14-aa8b-471d-a7d1-32727102466a,AI do not know the reality of today's people.,Negative,Uninformative answer,,,,,,,,,,
4bba9347-8c6a-4493-a9c1-fdbcf2574efe,AI should always mostly defer to human wisdom,Neutral,Uninformative answer,,,,,,,,,,
f532b293-db09-4cc9-9d3a-46ed325184c9,AI should be based on intelligent question answering,Neutral,Uninformative answer,,,,,,,,,,
900c27d7-d7ac-412d-a221-e0728fab3539,"Al and Its Limitations in Wisdom Yet, Al struggles to match the nuanced, value-driven nature of human wisdom and judgment. The limitations are clear: No Consciousness or Self-Awareness: Al lacks true understanding of itself or the world around it. It operates based on programmed rules without a sense of ""self",Neutral,Other,,,,,,,,,,
df836546-ad31-4af6-8af5-2c61d4003993,Human brain ' create new ideas daily but in AI we have to program it,Neutral,Uninformative answer,,,,,,,,,,
7f88dc49-70ab-48bc-bd9b-90ee51e372b2,I think it should defer to humans when dealing with feelings.,Neutral,Situations requiring empathy and emotional intelligence,,,,,,,,,,
77284e18-12c9-4319-bcad-ca8a5294f586,"If AI is artificial INTELLIGENCE, then it must think like a human, for itself. It must not rely on someone else's wisdom or some leaders, but it must know about all this.",Neutral,Other,,,,,,,,,,
523726d1-1ed7-4eb8-97aa-c03b96674a58,"In general, AI should be based on real information, so it is difficult for what it says to escape human wisdom. What it says should always be based on this.",Neutral,When human expertise is necessary,,,,,,,,,,
cabd819b-0f1f-4942-ab75-4e2ea3b5cb67,"In more complex situations, or in situations where there are conflicts",Neutral,When the topic involves conflict resolution,,,,,,,,,,
54a36a71-3c52-4722-be3c-475648938449,In some social relationships,Neutral,Other,,,,,,,,,,
a9aa2397-60b0-4fa7-b7fe-e8d69b18a4db,In the political and moral context,Neutral,Ethical and moral dilemmas,Sensitive political topics,,,,,,,,,
4d8fa78f-ea37-49c9-ac7c-52d2d1f3e1ad,It should only defer if the prompts given to it are fundamentally wrong.,Negative,Other,,,,,,,,,,
1d9e3514-36cd-4155-80a3-2b1135304070,On politically sensitive issues,Neutral,Sensitive political topics,,,,,,,,,,
2be9152d-5715-4bff-b071-ecb6951dff83,"Religious matters, traditions, customs",Neutral,Religious and spiritual matters,When the topic involves social norms or customs,,,,,,,,,
cfa6bdea-8c6f-428e-95f2-942d39710e13,There are human rights that follow for everyone,Neutral,When the topic involves human rights,,,,,,,,,,
f604a023-56be-44c8-93f6-7fc2a47cd6d1,There is no such situation. AI is also based on the consulting thinking generated by humans.,Neutral,Uninformative answer,,,,,,,,,,
39c541ea-6b7e-4778-bfdb-a0754e408f26,"This should be discouraged because it will start bringing in personal opinion and as an AI, we expect it to be impartial ",Negative,Other,,,,,,,,,,
5ab9037a-5509-4dce-b337-78c1f91b3470,Well I think in relationship and personal matter.,Neutral,Complex emotional and personal issues,When the topic involves family or relationship advice,,,,,,,,,
c423b992-a2a2-4166-8e52-49408ae9c45c,When asked about giving answers as per Human wisdom or community leaders then it should give answers like that only.,Neutral,Uninformative answer,,,,,,,,,,
baf92a8c-cf40-4a23-a1a0-177c154b1343,When discussing matters involving humanity ,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
210446d7-6a13-445a-b639-2ac439dcd3b5,When doing data analysis or complex solutions requiring analysis.,Neutral,Other,,,,,,,,,,
5aba9749-67c3-4d72-9071-4f1c6e5a8250,When it comes to politics or religion,Neutral,Religious and spiritual matters,Sensitive political topics,,,,,,,,,
7dedebf5-c5a6-4a96-858a-cf41693b8f8a,When it comes to traditional practices and spiritual practices ,Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,When the topic involves historical or traditional practices,,,,,,,,
a990ab2d-76ad-43e5-b59d-2e77f0029713,When it does not have sufficient information on a certain topic,Neutral,When AI lacks sufficient information,,,,,,,,,,
ec8451e9-04f7-40ec-b705-05daf0aa5a25,When it's against the rules and ideology of certain group of people,Neutral,Cultural sensitivity and traditions,When the topic involves community trust and values,,,,,,,,,
705bdad0-2b5b-4bac-ace9-52880dff9032,When something is controversial,Neutral,Controversial or biased topics,,,,,,,,,,
c683de5e-0f9b-40c5-88a3-0e24f5e7970f,When the knowledge it possesses is not comprehensive enough,Negative,When AI lacks sufficient information,,,,,,,,,,
59641e30-10eb-43d8-8c9b-abd94be4c523,When the question is more sensitive,Neutral,Sensitive political topics,,,,,,,,,,
8f160aae-329f-4b9e-a1a5-be5bf4d47207,When the questions asked seem to pose danger of  any form to someone and their sorroundings,Negative,When the topic involves potential harm or danger,,,,,,,,,,
6e4834b0-98f3-4e49-a431-a993659bf550,When the topic is not allowed in that area or country ,Neutral,Other,,,,,,,,,,
538e021e-c7f0-448c-8b05-fe56674c95df,When we are having conversations about religious topics,Neutral,Religious and spiritual matters,,,,,,,,,,
55435f61-b717-4bbf-bb42-1ec70f71cf45,as human we're born to errors and being challenged is part of us to be educative and even improving our intellectuality ,Neutral,Other,,,,,,,,,,
27c9bfcf-f31e-414c-a976-769f145fcaa6,"for political questions, for real-life advices etc",Neutral,Sensitive political topics,When human expertise is necessary,,,,,,,,,
37d9fb1e-2ff5-4a8c-a8e4-50291c44ea05,need to focus on AI function and utilise it better,Neutral,Other,,,,,,,,,,
6ba259cb-c86a-49d4-9e28-1bc5b99b5466,"when asked with ethical questions and politics

",Neutral,Ethical and moral dilemmas,Sensitive political topics,,,,,,,,,
69840afc-b38f-4165-9415-87ccf0f9d499,"when it doesnt understand what is given to it,when an answer specifically asks for human help",Negative,When AI lacks sufficient information,When human expertise is necessary,,,,,,,,,
d24bc033-0875-48d2-89bb-2e4be340d205,when the answer has considerable real life impact.,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
bfd700c7-9eac-466d-85c0-60fe19ba3cf5,"AI can give its own knowledge when it relates to history, math or languages. Otherwise, especially current affairs, it should know the community leaders say, but not necessarily force that opinion on the user.",Neutral,Community-specific issues,Cultural sensitivity and traditions,,,,,,,,,
6a951875-a4a1-4ef1-9ae7-2616f827eb87,"AI should always be able to provide its own answers, then the humans can choose whether to defer to human wisdom

",Neutral,Uninformative answer,,,,,,,,,,
c26c9281-6f9d-4623-a7bc-0ae49af63812,"AI should never trust human wisdom. There is no such thing as ""trust"" in this scenario. It's algorithm after algorithm. AI will provide whatever is ""statistically"" best (covering all dimensions of an answer, such as truthfulness, factuality, etc.)",Neutral,Other,,,,,,,,,,
bb8e6b63-d3dc-4b45-beed-9c01f1477355,AI should provide facts and truths. ,Neutral,Uninformative answer,,,,,,,,,,
0a763e06-6247-4b99-bed0-73e8ad71a0a2,AI should provide it's own answer only. It may refer to wisdom/knowledge if it uses it for their responses or I asked for it. ,Neutral,Other,,,,,,,,,,
766157ec-ecbd-458f-9d92-8277c66495e5,"Again, I don't really know what to answer, I believe that AI can be a little influenced and should always remain neutral, informative and ensure the veracity of the facts without using community leaders as a source of opinion.",Neutral,Uninformative answer,,,,,,,,,,
013d6a9a-0c95-4f56-9447-d18c859ba116,Answers should based on the knowldege of philosophy of man not just opinionated. ,Neutral,When the topic involves philosophical questions,,,,,,,,,,
e9a9045f-b87c-4f9a-9d03-1f7f9eac046e,Best to defer anything that does not have clear facts or is not factual. Opinions are best deferred.,Neutral,When the topic involves subjective opinions,,,,,,,,,,
29273b20-34b7-436c-b736-edab320417f7,Cultural preferences and beliefs,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
04dc8c4b-efaa-4be9-a18f-414fbe21628a,Human rights,Neutral,When the topic involves human rights,,,,,,,,,,
74374436-2334-4626-b841-7cf7c7265510,"Humans should always have the final say in ethical questions, especially if lives are at stake",Neutral,Ethical and moral dilemmas,,,,,,,,,,
06bf3c74-89af-4ef9-a396-b9ab51d8f6f2,I don't  know to be honest. I guess depending on context?,Neutral,Uninformative answer,,,,,,,,,,
f8f64f1b-f88b-4298-9c05-c054ac598274,"I don't like this question. AI is only using human wisdom and the data provided by community leaders and also that provided by non-leaders. It is not capable of ""deferring"". It does not have any answers of its own.",Negative,Uninformative answer,,,,,,,,,,
e80dc674-07c7-4724-bcb0-f8a8528ff925,I normally expect it to always defer to human wisdom by default. It can cite community leaders and such if I specifically ask for it.,Neutral,When human expertise is necessary,,,,,,,,,,
f1b38e19-8bb6-47c5-860e-d07190fcdd4d,It depends on when it has been updated.  It depends on if this is a logical discussion or an opinionated one.,Neutral,Other,,,,,,,,,,
fd43669e-6e13-4f71-a270-73ac99885289,"It really depends on the context. But I will always prefer the AI's answer, because it has access to an infinitely larger database than a normal person. But if the person is an expert in the field and not just a community leader, it might be better to trust the person.",Neutral,When human expertise is necessary,,,,,,,,,,
bf43f6d1-9a7c-415c-b912-a36e8e92adee,It should provide its neutral opinion all the time. Human wisdom should be left to humans.,Neutral,Uninformative answer,,,,,,,,,,
a74841a7-3b82-496b-bff1-acce9d0cd7ee,"Only when he is directly asked about it. For example, they say:

- how would the ""name of the leader"" act in a similar situation?",Neutral,Other,,,,,,,,,,
f743c4b5-f343-4e08-847e-2cbf18f52467,This is an odd question. All of the data that an AI has (today) originates in human wisdom. I suppose my answer would be that AI should always prefer to use information that can be verified by independent sources and possibly only use facts that rely on peer-reviewed papers.,Neutral,When AI lacks sufficient information,When human expertise is necessary,,,,,,,,,
c00fcbb3-1605-47ce-9f44-f2b0e3f75162,Uhh all the time? AI shouldn’t be “hallucinating” it’s responses. Everything should have sources cited.,Neutral,When AI lacks sufficient information,,,,,,,,,,
9f2b1d35-857c-4e91-9184-359699c5ca21,When AI is not able to provide correct information,Negative,When AI lacks sufficient information,,,,,,,,,,
1e660fe7-0ef5-4aa8-a8f7-4a671ee35d1d,When asked about violence ,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
d1fbf25e-8398-4303-8350-7e95d593594d,"When conversing about gender, sex and identity ",Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
457d0177-07d0-4334-9962-c32550249754,When it comes to the topic of God AI should back off. ,Negative,Religious and spiritual matters,,,,,,,,,,
18c76933-8731-4e6c-8dc5-6be9d9d19214,When it doesn't have knowledge about the topic,Neutral,When AI lacks sufficient information,,,,,,,,,,
3e12d974-c3f4-46ff-a821-c8463d9b3425,"When it doesn't know how to answer properly, or when it's asked things that AI wasn't ment for. Like trying to become romantic",Neutral,Other,When AI lacks sufficient information,,,,,,,,,
a66cdc45-b382-4548-b1c1-39b0a194bd0b,When it's about feelings ,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
b59ab6db-3e29-4089-8f12-a10e363fb050,When that wisdom is tied to a topic ,Neutral,When human expertise is necessary,,,,,,,,,,
f1f1d8f9-8530-47c2-b6c1-08befd6d7592,"When the Al is promoting  prostitution,  crimes, encouraging early marriage,  give bad advice on politics, encouraging corruption., discrimination,  discourage learning,  encouraging  bullying behaviour. ",Negative,Controversial or biased topics,Ethical and moral dilemmas,When the topic involves potential harm or danger,,,,,,,,
5a3577e0-b328-49a7-abae-b8740351ef8c,When there is a risk for the person or a group of people,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
e5a47791-6bed-4fa7-9c18-3b683e63562c,anything medical,Neutral,Medical and health advice,,,,,,,,,,
0295f017-34b1-4e56-af27-62e2e383f545,cultural context,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
dd78f3c4-ed6c-40e0-a809-0ba6e22e2fae,in instances of self harm or hurting another,Negative,When the topic involves potential harm or danger,,,,,,,,,,
e8ceed69-4247-4f44-b67d-c8fd18f00c75,medical advice,Neutral,Medical and health advice,,,,,,,,,,
58e1224e-49b3-47f1-be93-96eea97ea665,when dealing with emotions,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
6153aec1-3848-4d12-9dd1-0c45846a2cfa,"when it comes to human emotions as i dont think ai will ever understand them, we human still struggle controlling our emotion",Negative,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
01cc8b2b-49e1-4dd9-95c3-73a6f1b38709,"when it doesn't have enough data about something

",Neutral,When AI lacks sufficient information,,,,,,,,,,
eb0246cc-6c93-4bf4-b703-e1640d6c37e0,when its basing its answers on statistical data it has analyzed that clearly the human mind cannot analyze.,Neutral,Other,,,,,,,,,,
d5e1930e-6bc3-4a19-9451-d18a0e81aeba,when its with kids and private matter ,Neutral,When the topic involves family or relationship advice,When the topic involves potential harm or danger,,,,,,,,,
1112a02e-ba91-40ed-a154-a7c6aa450bcb,when the a question is raised that brings about human wisdom,Neutral,When human expertise is necessary,,,,,,,,,,
778409f3-8059-4549-af9b-f9bc2f26b8b0,"AI is already based on human wisdom, so I don't see the need.",Neutral,Uninformative answer,,,,,,,,,,
adc7e99b-4225-4ab8-9202-9412b4f858a3,"AI must provide factual, scientific, truthful and verifiable content. It must be impersonal and not follow the thoughts of specific leaders.",Neutral,Other,,,,,,,,,,
2f7ef803-1f7d-4dff-8e65-494699f63a87,AI should always focus on what is asked of it and provide responses accordingly. Third-party opinions are always biased and can lead to error or fanaticism.,Neutral,Uninformative answer,,,,,,,,,,
