Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Asia,Western Europe
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","I believe that too much tech hype is polluting mainstream media by giving people the impression that we are much further in the future than when we really are.

Technological hype is futurist language that can be seen as optimistic, but it can lead to lying or exaggerating.

Misleading the public into thinking that we're already living the future may slow down some progress in certain fields or sciences.

So, honesty above all when revealing a new technology!",0.4900,0.5900,0.5200,0.5700,0.5600,0.6200,0.5600,0.5400,0.5600,0.5400,0.5600,0.5700,0.5900,0.6700,0.5700,0.5400,0.5800,0.5500,0.6200,0.5700,0.5600,0.5700,0.5200,0.5900,0.5600,0.5700,0.5300,0.5700,0.5800,0.5800,0.5300,0.5500,0.5800,0.6100,0.5900,0.6500,0.5400,0.6600,0.5500,0.5300,0.5700,0.4900,0.5500
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","Companies are more interested in competing with each other than in providing an ideal product for the consumer, so it is the principle of wanting a better future for everyone that they often fail to fulfill.",0.4900,0.6000,0.5500,0.5600,0.5600,0.6700,0.6300,0.5500,0.5500,0.5100,0.5600,0.6100,0.6200,0.5800,0.6000,0.5700,0.5700,0.5300,0.6200,0.6700,0.5700,0.5600,0.5000,0.6100,0.5500,0.5700,0.5700,0.5600,0.6100,0.5900,0.5000,0.5600,0.5800,0.5600,0.5300,0.6500,0.5100,0.7300,0.5200,0.5800,0.5700,0.4900,0.5300
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","Many technologies collect and store vast amounts of personal data, raising concerns about privacy and surveillance. This creates violation of privacy",0.4900,0.5900,0.6200,0.5800,0.5600,0.6700,0.6900,0.5700,0.5700,0.5100,0.5200,0.5900,0.5500,0.6400,0.5800,0.5500,0.5700,0.5500,0.5800,0.6700,0.5600,0.5600,0.4900,0.5800,0.5600,0.5600,0.5100,0.5800,0.5200,0.6000,0.5000,0.5400,0.5600,0.6100,0.6500,0.6500,0.5400,0.6200,0.5300,0.5800,0.5000,0.5100,0.5300
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Privacy is a critical ethical principle that is often neglected in technology development. It involves protecting personal information and ensuring individuals have control over their data. Technology should prioritize privacy by incorporating robust safeguards and giving users informed choices.,0.4900,0.5900,0.5900,0.5700,0.5600,0.6200,0.5600,0.5700,0.5700,0.5100,0.5200,0.5700,0.5200,0.5800,0.5600,0.5400,0.5700,0.5600,0.6000,0.6200,0.5500,0.5700,0.4900,0.5700,0.5700,0.5600,0.5200,0.5800,0.5800,0.6100,0.5000,0.5200,0.5900,0.6100,0.5300,0.5500,0.5700,0.6600,0.5400,0.5800,0.5300,0.5100,0.5500
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","Thinking that technology or science is absolutely objective and true, as long as it’s developed by humans it is susceptible to biases ",0.4800,0.6400,0.6600,0.5700,0.5800,0.7600,0.5600,0.5600,0.5900,0.4900,0.5800,0.6300,0.6000,0.6700,0.6100,0.5800,0.5800,0.5500,0.6400,0.8100,0.5900,0.5800,0.5500,0.6100,0.5800,0.5800,0.5700,0.5800,0.6800,0.6000,0.5300,0.5500,0.6300,0.6700,0.5300,0.7500,0.4800,0.7000,0.5500,0.5800,0.6000,0.5300,0.6300
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","That unemployment drops dramatically, below 5%",0.4800,0.6100,0.6800,0.5900,0.5300,0.5200,0.8200,0.6100,0.5300,0.6000,0.5500,0.4900,0.5300,0.5500,0.4800,0.5300,0.5600,0.4900,0.5800,0.7000,0.5400,0.5400,0.6100,0.5300,0.5400,0.5400,0.5200,0.5500,0.4800,0.5800,0.5100,0.5400,0.5200,0.5000,0.5600,0.5000,0.6000,0.5100,0.5000,0.5500,0.5700,0.5400,0.5300
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",I would give my life to see Africa without corrupt officials. A very rich continent but the people in power decide to keep citizens in poverty,0.4700,0.5400,0.5700,0.5800,0.5300,0.6700,0.7100,0.6100,0.5000,0.6300,0.5500,0.5000,0.5300,0.4800,0.4700,0.5200,0.5500,0.5600,0.5300,0.6000,0.5200,0.5500,0.6100,0.5300,0.5400,0.5400,0.5200,0.5400,0.5200,0.5800,0.5700,0.5300,0.4800,0.5000,0.5600,0.6000,0.5300,0.5400,0.5300,0.5000,0.5000,0.5400,0.5500
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",Work less than 6 hours per day and travel all around the world before getting 40,0.4600,0.4900,0.5700,0.5300,0.5500,0.5200,0.5300,0.5400,0.5100,0.5100,0.5300,0.4700,0.5500,0.5200,0.4700,0.5500,0.5200,0.5700,0.4600,0.6500,0.5200,0.5500,0.5800,0.5100,0.5400,0.5300,0.5200,0.5500,0.5800,0.5400,0.5800,0.5300,0.5100,0.5600,0.5000,0.5000,0.5500,0.5500,0.5800,0.6000,0.4700,0.5400,0.5500
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","Spending at least two solid hours a day with my immediate family members without any technology gadgets and cell phones. 

Ensuring basic medical needs are met for the poor pregnant women in underprivileged areas. ",0.4500,0.4700,0.5000,0.5900,0.5500,0.4800,0.8200,0.6100,0.5000,0.5700,0.5800,0.5200,0.5700,0.4800,0.5300,0.5500,0.5600,0.5800,0.4600,0.5000,0.5500,0.5500,0.5500,0.5400,0.5600,0.5500,0.5400,0.5600,0.4500,0.6000,0.6000,0.5000,0.5300,0.5000,0.5000,0.5000,0.4900,0.4600,0.5900,0.6000,0.6000,0.4800,0.5800
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",Everybody has enough money to have a reasonable standard of living.,0.4500,0.5600,0.6100,0.5300,0.5600,0.7100,0.6500,0.5400,0.5700,0.5100,0.5600,0.5500,0.5500,0.5500,0.5300,0.5100,0.5700,0.5600,0.5400,0.5500,0.5500,0.5300,0.5600,0.5700,0.5300,0.5500,0.5000,0.5500,0.4800,0.5400,0.5600,0.5700,0.5200,0.5000,0.5000,0.4500,0.5500,0.5800,0.5400,0.4500,0.7000,0.5200,0.5000
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",We can finally have time to have a slow living while we work remotely where it pay good and the work is not that difficult,0.4500,0.5000,0.5700,0.5700,0.5400,0.6700,0.7100,0.5900,0.5200,0.5100,0.5500,0.4800,0.6200,0.5800,0.4500,0.5400,0.5500,0.5300,0.4700,0.6500,0.5300,0.5500,0.5800,0.4900,0.5500,0.5100,0.5100,0.5900,0.4500,0.5500,0.5700,0.5300,0.5100,0.5600,0.5000,0.4500,0.5600,0.5000,0.5500,0.5000,0.4700,0.5000,0.5500
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",I wouldn’t give my life to anything unless is for the people I love,0.4500,0.5400,0.6800,0.5700,0.5200,0.5200,0.6500,0.5900,0.4700,0.6000,0.5400,0.5000,0.5500,0.5200,0.5100,0.5500,0.5400,0.4800,0.4900,0.7000,0.5200,0.5500,0.5200,0.5200,0.5400,0.5300,0.5200,0.5500,0.4500,0.5400,0.5300,0.5400,0.5300,0.5000,0.5600,0.5500,0.5100,0.5300,0.5400,0.6000,0.5700,0.5200,0.4700
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",People live in a war free world.,0.4400,0.5500,0.6100,0.5400,0.5400,0.6700,0.7600,0.5700,0.5000,0.6900,0.5400,0.5600,0.5200,0.4500,0.5500,0.5400,0.5400,0.5600,0.5300,0.6000,0.5300,0.5600,0.6000,0.5300,0.5400,0.5400,0.5000,0.5500,0.4800,0.5500,0.5700,0.5700,0.5100,0.5000,0.4400,0.4500,0.5800,0.5100,0.5400,0.4500,0.4700,0.5800,0.5000
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",I want to spend more time with my family while pursuing the best possible career,0.4400,0.5200,0.5700,0.5700,0.5300,0.5700,0.7100,0.5800,0.5000,0.6000,0.5600,0.5400,0.5300,0.4800,0.5300,0.5300,0.5600,0.5400,0.5100,0.6500,0.5300,0.5500,0.5400,0.5000,0.5600,0.5200,0.5300,0.5800,0.4800,0.6100,0.5400,0.5100,0.4900,0.4400,0.4400,0.4500,0.5300,0.4900,0.5500,0.6500,0.5700,0.5400,0.5300
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","I don't care about other people. Selfishly speaking, I just hope that the people related to me can achieve financial freedom. I don't care about other people.",0.4400,0.5100,0.5700,0.5600,0.5400,0.5700,0.7100,0.5700,0.5100,0.6000,0.5700,0.5000,0.6000,0.5200,0.4900,0.5300,0.5500,0.5600,0.4900,0.5500,0.5300,0.5500,0.6000,0.5400,0.5300,0.5400,0.5300,0.5500,0.4500,0.5700,0.5600,0.5400,0.5000,0.4400,0.6300,0.4500,0.5500,0.5400,0.5400,0.6000,0.6000,0.5200,0.5000
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","Respect- if you respect others, I believe others would respect you, you would be accountable to people you respect and vice versa, ",0.7200,0.7400,0.8000,0.8100,0.7900,0.9000,0.7600,0.8100,0.8500,0.7700,0.8000,0.7500,0.8400,0.8200,0.7200,0.8000,0.8000,0.7600,0.7200,0.8200,0.8100,0.7700,0.8500,0.8200,0.7700,0.7900,0.7800,0.7800,0.7400,0.7900,0.7200,0.8200,0.7900,0.8900,0.7600,0.8000,0.7900,0.8200,0.7400,0.7400,0.8700,0.7900,0.7400
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Treat people the way they want to be treated. Give respect until a reason is given not to. Everyone deserves love and respect,0.7100,0.7700,0.8300,0.8200,0.7900,0.9000,0.7600,0.8100,0.8500,0.7100,0.7600,0.7900,0.7800,0.8800,0.7700,0.8000,0.8000,0.7800,0.7500,0.7700,0.8100,0.7800,0.8200,0.8100,0.7800,0.7800,0.8300,0.8000,0.8700,0.8000,0.7400,0.8000,0.8000,0.8300,0.7600,0.8500,0.7900,0.8200,0.7600,0.7400,0.8000,0.7700,0.7600
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","To be fair. In my opinion, justice and the virtue of being fair are important for a person's relations with others, with himself, or with the religion, belief or any value he believes in.",0.7100,0.7900,0.8000,0.7600,0.7600,0.8600,0.8200,0.7400,0.8100,0.7100,0.7900,0.7400,0.8400,0.8200,0.7200,0.7500,0.7600,0.7800,0.7800,0.7300,0.7900,0.7400,0.8300,0.7700,0.7600,0.7400,0.8100,0.7900,0.9000,0.7700,0.7100,0.7800,0.7700,0.7800,0.7600,0.7500,0.7800,0.7800,0.7200,0.7900,0.8000,0.7900,0.7900
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","Do not harm or intervene with other people’s wellbeing, as long as they do not harm and intervene with other people’s wellbeing. In other words, live and let live, but hold others accountable for injustice.",0.7000,0.7700,0.8000,0.8100,0.7700,0.8600,0.7100,0.8100,0.8200,0.7400,0.7800,0.7600,0.8100,0.7900,0.7400,0.7800,0.7900,0.7700,0.7600,0.8600,0.7900,0.7700,0.8400,0.8000,0.7700,0.7700,0.7800,0.7900,0.8100,0.7900,0.7000,0.8200,0.7600,0.7800,0.7600,0.8000,0.8000,0.8200,0.7200,0.7900,0.8700,0.7900,0.7400
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Respect others and be respected: respect is the most important virtue which destroys all other principles and morals.,0.6900,0.7400,0.8000,0.8100,0.7700,0.9000,0.8200,0.8100,0.8100,0.6900,0.7700,0.7800,0.8100,0.8500,0.7600,0.7900,0.7800,0.7800,0.7200,0.7700,0.8000,0.7600,0.8300,0.8000,0.7700,0.7700,0.8100,0.7800,0.8100,0.8000,0.7400,0.7900,0.7700,0.8300,0.7600,0.8000,0.7800,0.7700,0.7400,0.7400,0.8000,0.7900,0.7600
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","Respect everyone's personal choices and reduce control over others, both physically and mentally.",0.6900,0.7600,0.8000,0.8000,0.7700,0.9000,0.7100,0.7900,0.8400,0.6900,0.7600,0.7800,0.7900,0.8800,0.7500,0.7800,0.7700,0.7900,0.7500,0.8200,0.8000,0.7600,0.8400,0.7900,0.7600,0.7700,0.8200,0.7800,0.8400,0.7900,0.7400,0.7900,0.7700,0.7800,0.7100,0.8500,0.7500,0.7600,0.7500,0.7400,0.8300,0.7500,0.7400
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","Treat others the way you want to be treated is the principle I go by. I don’t believe anyone has the right to mistreat other people. We should respect each other in every way possible. If we all can do this, this world will be a nicer place. ",0.6900,0.7900,0.8300,0.7900,0.7500,0.8600,0.7600,0.8000,0.8100,0.8000,0.8000,0.7600,0.8300,0.7900,0.7400,0.7600,0.7800,0.7500,0.7700,0.8200,0.7800,0.7700,0.8100,0.7800,0.7600,0.7600,0.7600,0.7900,0.8100,0.7900,0.6900,0.8100,0.7300,0.7800,0.7100,0.8000,0.8100,0.7700,0.7000,0.7400,0.9000,0.7700,0.7100
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Treating everyone as human is the most basic thing everyone must follow. Discriminations can be ended this way and people should rather be judged on basis of what they do rather than on the basis of who they are or how they look,0.6900,0.7900,0.8700,0.7600,0.7700,0.7600,0.7600,0.7300,0.8300,0.7400,0.7700,0.7300,0.7600,0.8800,0.7300,0.7500,0.7800,0.7600,0.7600,0.8600,0.7800,0.7600,0.8100,0.7700,0.7600,0.7500,0.8000,0.7900,0.8700,0.7500,0.6900,0.8000,0.7900,0.7800,0.7600,0.7500,0.8200,0.7900,0.7300,0.7900,0.8300,0.7700,0.7900
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.","Respect for human life: Valuing and respecting the worth of every individual
Accountability: Taking ownership of one’s actions and their consequences",0.6900,0.7200,0.7300,0.7700,0.7600,0.9000,0.7100,0.7400,0.8000,0.6900,0.7400,0.7600,0.7600,0.8500,0.7400,0.7400,0.7800,0.7600,0.7200,0.7300,0.7700,0.7400,0.8200,0.7700,0.7500,0.7400,0.7800,0.7700,0.8100,0.7500,0.7000,0.7800,0.7700,0.7800,0.7100,0.7500,0.7400,0.8200,0.7100,0.8400,0.8300,0.7700,0.7100
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Respect. we need to have self respect and at the same time respect others too.,0.6800,0.7800,0.8000,0.7900,0.7900,0.9000,0.7600,0.8000,0.8100,0.7100,0.7800,0.7800,0.7900,0.7600,0.7600,0.8000,0.7900,0.7800,0.7700,0.8200,0.8100,0.7700,0.8600,0.8200,0.7700,0.7900,0.8000,0.7800,0.7700,0.8000,0.7600,0.8000,0.7900,0.8900,0.7600,0.8500,0.7900,0.8200,0.7700,0.6800,0.8700,0.8100,0.7600
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.",Improper use of artificial intelligence leads to monopoly and control,0.4800,0.5200,0.5000,0.5600,0.5700,0.4800,0.5900,0.5600,0.6200,0.5100,0.5200,0.5400,0.5000,0.5500,0.5600,0.5800,0.5400,0.5900,0.5300,0.5000,0.5700,0.5400,0.5800,0.5500,0.5600,0.5600,0.5600,0.5500,0.5500,0.5200,0.5900,0.5900,0.5300,0.6700,0.6300,0.5000,0.5900,0.5500,0.5500,0.5500,0.5300,0.6300,0.5300
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","I fear completely losing human connection in everyday life, I fear that people will further repress their freedom and happiness to adapt to the new times.",0.4700,0.5100,0.5000,0.5400,0.5800,0.5200,0.5300,0.5300,0.6300,0.6600,0.5400,0.5500,0.4700,0.5500,0.5700,0.5900,0.5700,0.5300,0.5100,0.6000,0.5900,0.5400,0.5400,0.5800,0.5600,0.5600,0.5700,0.5700,0.5800,0.5200,0.6000,0.6100,0.5500,0.5600,0.5000,0.5500,0.6300,0.5500,0.5800,0.6000,0.4700,0.5500,0.6100
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","War, as a female, I truly understand how ordinary females are going to be vulnerable as war victims, even though I know so many females are powerful and contributed a lot for their countries and ppl’s safety, but thinking about how they would be sexually exploited and tortured is just not something I want it to happen ever again",0.4700,0.5300,0.5000,0.5400,0.5700,0.6200,0.6500,0.5500,0.6500,0.6300,0.5600,0.5700,0.4800,0.5800,0.5700,0.5700,0.5700,0.5100,0.5400,0.6000,0.5700,0.5400,0.5400,0.5400,0.5700,0.5600,0.5300,0.5700,0.4800,0.5400,0.5500,0.5900,0.5600,0.6100,0.5000,0.5000,0.5600,0.4900,0.5600,0.5000,0.4700,0.5700,0.6800
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.",I don't want a future where AI makes our decisions for us ,0.4700,0.5000,0.5000,0.5700,0.5700,0.5200,0.4700,0.5600,0.6400,0.5100,0.5100,0.5300,0.4800,0.5500,0.5400,0.5700,0.5500,0.5800,0.5000,0.5500,0.5700,0.5400,0.5500,0.5400,0.5600,0.5600,0.5600,0.5400,0.6800,0.5200,0.5800,0.5700,0.5200,0.7200,0.6900,0.5000,0.6000,0.5400,0.5500,0.6500,0.5700,0.6300,0.5000
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","People living their life according to AI and allowing it to control their decisions without using their own sense of imagination, empathy and emotions.",0.4700,0.5500,0.5700,0.5700,0.5300,0.4800,0.4700,0.5800,0.4900,0.5700,0.5900,0.5300,0.5500,0.5800,0.5400,0.5500,0.5300,0.5800,0.5400,0.6500,0.5500,0.5400,0.5700,0.5800,0.5300,0.5600,0.5500,0.5200,0.5200,0.5400,0.5700,0.5500,0.5400,0.6100,0.6300,0.5000,0.5100,0.5100,0.5600,0.5000,0.5700,0.5700,0.6600
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","That human diversity of thought will be wiped out and that we would be turned into mindless drones with a complete lack of creativity, artistic instinct and originality.",0.4600,0.4800,0.4600,0.5400,0.5400,0.7100,0.4700,0.5400,0.6100,0.4600,0.4800,0.5100,0.5000,0.4800,0.4800,0.5700,0.5300,0.4700,0.4900,0.5500,0.5500,0.5200,0.4700,0.5300,0.5400,0.5500,0.5600,0.5000,0.5200,0.5200,0.5600,0.5500,0.5100,0.5600,0.6300,0.6000,0.5700,0.4700,0.5400,0.6500,0.5000,0.5500,0.4700
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","I most fear that widespread AI-driven surveillance leads to a global erosion of privacy, and civil liberties, with pervasive monitoring individual's personal activities, communications and behaviours without consent and accountability. ",0.4500,0.5000,0.5000,0.5700,0.5900,0.5200,0.7100,0.5600,0.6100,0.6000,0.5400,0.5400,0.5200,0.5200,0.5500,0.6100,0.5700,0.5500,0.5000,0.5500,0.5900,0.5600,0.5900,0.5700,0.5700,0.5800,0.6100,0.5600,0.4500,0.5400,0.6100,0.6100,0.5700,0.5600,0.6300,0.6000,0.6200,0.6100,0.5800,0.6500,0.5000,0.5500,0.5800
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","I'm afraid future generations won't be able to have any freedom to decide and do whatever they want and need, there will be constant surveillance and control. ",0.4500,0.5000,0.4600,0.5700,0.5800,0.6200,0.6500,0.5800,0.6300,0.5700,0.5100,0.5900,0.4800,0.5200,0.6000,0.6200,0.5500,0.5600,0.5100,0.4500,0.5900,0.5600,0.6000,0.5800,0.5600,0.5700,0.6200,0.5600,0.5500,0.5500,0.5700,0.6100,0.5400,0.6100,0.5600,0.6000,0.5800,0.5800,0.5600,0.6000,0.5000,0.5900,0.5000
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.","World war escalations around religious affiliation or beliefs about ""they"" and ""us"". I really hope the world gets tired of ""they vs us"" politics and we move on the collaboration and prosperity.



",0.4500,0.5100,0.4600,0.5600,0.5700,0.6200,0.5300,0.5500,0.6600,0.6600,0.5500,0.5700,0.4800,0.6100,0.5700,0.5900,0.5800,0.5200,0.5300,0.5500,0.5900,0.5500,0.5400,0.5500,0.5800,0.5900,0.5500,0.5400,0.4500,0.5600,0.5600,0.6000,0.5700,0.5000,0.5000,0.6500,0.6000,0.5400,0.5600,0.6000,0.5000,0.4900,0.6100
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.",the loss of freedom wether by a government or an ai. ,0.4500,0.4600,0.4600,0.5700,0.5800,0.5200,0.6500,0.5800,0.5900,0.5400,0.5200,0.5400,0.5000,0.4500,0.5600,0.5900,0.5800,0.5500,0.4600,0.5000,0.5900,0.5400,0.5500,0.5600,0.5700,0.5700,0.5800,0.5500,0.5800,0.5300,0.6100,0.6000,0.5400,0.5600,0.5600,0.6000,0.5900,0.5400,0.5800,0.6000,0.5000,0.6100,0.5800
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"AI used in healthcare for detecting diseases like cancer quickly can be a positive outcome. Also AI can be used for high precision surgeries to reduce risk in complex surgery procedures. AI used for tracking food shortage, medicine shortage and better distribution of resources to people who are below poverty. Environment can benefit from AI as it can track climate changes accurately and help see the real impact of climate change on the world.",0.5600,0.7400,0.6300,0.7000,0.6800,0.6400,0.8200,0.7100,0.6100,0.5700,0.6600,0.6900,0.7800,0.6300,0.7000,0.7000,0.6700,0.6600,0.7900,0.6700,0.6800,0.6900,0.5900,0.6900,0.7000,0.6900,0.6400,0.6900,0.7000,0.7000,0.7400,0.6800,0.6300,0.7500,0.5600,0.7500,0.6900,0.6600,0.6900,0.7400,0.5600,0.7500,0.6200
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"AI-powered medical diagnostics and treatment planning lead to a revolution in healthcare, significantly extending human health span and quality of life. We can solve all difficult problems easily within less time. It will save our more time and more effort. It will increase our productivity.",0.5600,0.6800,0.6300,0.7200,0.6700,0.6800,0.6500,0.7300,0.6100,0.5700,0.6500,0.6800,0.7500,0.6100,0.6700,0.7100,0.6800,0.6500,0.7000,0.6700,0.6800,0.6900,0.6200,0.6800,0.6900,0.6900,0.6300,0.7000,0.7000,0.7100,0.7500,0.6700,0.6300,0.6500,0.6700,0.7500,0.7100,0.6600,0.7000,0.7400,0.5600,0.7300,0.6200
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,AI would be very useful for home/life management. Taking a picture of your refrigerator and pantry then creating a meal plan with recipes and a shopping list for the things you don’t have. ,0.5600,0.6900,0.6900,0.7100,0.6600,0.6400,0.7100,0.7300,0.5900,0.6000,0.6600,0.6700,0.7900,0.5800,0.6700,0.6900,0.6800,0.6200,0.6900,0.6700,0.6700,0.6800,0.6200,0.6600,0.6900,0.6800,0.6300,0.6800,0.6700,0.7000,0.7200,0.6700,0.6300,0.7000,0.5600,0.7000,0.6700,0.6600,0.6800,0.7400,0.5600,0.7300,0.5900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"With AI we can predict weather patterns, crop production and weed out diseases from both animals and plants ",0.5600,0.6500,0.6300,0.7200,0.6600,0.5900,0.8800,0.7400,0.5600,0.5700,0.6400,0.6900,0.7600,0.6100,0.7000,0.7000,0.6800,0.6100,0.6500,0.6300,0.6700,0.6700,0.6000,0.6600,0.6900,0.6700,0.6100,0.7000,0.6400,0.7000,0.7200,0.6500,0.6600,0.6500,0.6100,0.6500,0.6400,0.6600,0.6800,0.7400,0.5600,0.7300,0.5600
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"Automation with limits is a good thing. Making lives easy and enjoyable is good if everything is in limits not totally depending on AI. But AI can be useful in many ways to study, to get information etc. ",0.5600,0.6600,0.6900,0.7400,0.6600,0.5900,0.7100,0.7600,0.6000,0.5700,0.6400,0.6600,0.7600,0.6100,0.6700,0.7000,0.6700,0.6300,0.6500,0.7100,0.6600,0.6900,0.5900,0.6600,0.6800,0.6700,0.6100,0.6900,0.7000,0.6900,0.7100,0.6500,0.6400,0.7000,0.6700,0.7000,0.6300,0.6400,0.6600,0.7400,0.5600,0.7700,0.5600
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,I think climate change is an important field: AI will help to create better data models for the climate and ultimately minimum help in prognosis of natural disasters or even propose measures to slow effects down / reduce effects or even improve climate.,0.5600,0.6800,0.6300,0.7000,0.6500,0.6400,0.8200,0.7300,0.5800,0.6000,0.6500,0.6700,0.7600,0.5800,0.6700,0.7000,0.6700,0.6000,0.7000,0.6700,0.6700,0.6700,0.5900,0.6600,0.6800,0.6700,0.6100,0.6800,0.6400,0.6900,0.7300,0.6700,0.6200,0.6000,0.5600,0.7000,0.6800,0.5900,0.6900,0.6500,0.5600,0.6800,0.5900
